pr_number,created_at,merged_at,author,number_of_comments,number_of_review_comments,number_of_commits,lines_of_code_changed,number_of_files_changed,number_of_reviewers,number_of_approvals,labels,time_to_first_response,number_of_assignees,review_duration,number_of_changes_requested,number_of_build_runs,number_of_build_failures,number_of_linked_issues,time_since_last_commit,test_coverage,number_of_reviews_requested,number_of_revisions,number_of_milestones,dependency_changes,comment_authors
54442,2024-04-18T14:34:35Z,2024-04-25T21:37:13Z,a2937,3,4,7,76,3,2,2,"['status: waiting review', 'platform: learn', 'scope: i18n', 'scope: tools/scripts']",16929.0,0,630856.0,2,30,1,0,4397424.741326,,0,7,0,False,"['naomi-lgbt', 'Sembauke', 'a2937']"
54494,2024-04-23T07:10:55Z,2024-04-26T07:30:10Z,ShaunSHamilton,2,5,5,69,4,3,3,"['status: waiting update', 'platform: learn']",254871.0,0,261803.0,1,30,0,0,4361097.961982,,0,5,0,False,"['Nirajn2311', 'ojeytonwilliams', 'naomi-lgbt', 'ShaunSHamilton']"
54491,2024-04-23T01:31:42Z,2024-04-26T00:13:57Z,mostafaroshdy1,0,0,1,106,103,2,2,"['scope: curriculum', 'platform: api', 'platform: learn', 'scope: i18n', 'scope: tools/scripts']",,0,254536.0,0,30,0,0,4388718.111378,,0,1,0,False,[]
54478,2024-04-22T06:22:22Z,2024-04-26T05:39:22Z,mmatsumoto1026,0,6,3,28,1,3,2,"['status: waiting review', 'platform: learn']",,0,360976.0,0,30,0,0,4351238.229167,,0,3,0,False,"['mmatsumoto1026', 'huyenltnguyen']"
54538,2024-04-26T04:01:42Z,2024-04-26T06:26:38Z,ethan-id,0,0,2,6,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",,0,36732.0,0,30,0,0,4338322.237444,,0,2,0,False,[]
54431,2024-04-17T20:08:52Z,2024-04-25T23:53:16Z,a2937,7,0,3,8,2,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",1405.0,0,708182.0,0,20,1,0,4386442.514664,,0,3,0,False,"['a2937', 'jdwilkin4']"
54516,2024-04-24T13:20:50Z,2024-04-25T03:34:48Z,camperbot,0,0,1,9980,1942,0,0,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,51240.0,0,0,0,0,4463073.874885,,0,1,0,False,[]
54445,2024-04-19T10:15:13Z,2024-04-24T20:12:55Z,sanskriti2005,0,0,8,1230,40,0,0,"['scope: curriculum', 'scope: i18n', 'new javascript course']",,0,482741.0,0,0,0,0,4474711.26405,,1,8,0,False,[]
54438,2024-04-18T10:46:18Z,2024-04-24T18:46:11Z,ojeytonwilliams,0,0,8,260,111,0,0,"['status: waiting review', 'scope: curriculum', 'platform: learn']",,0,547272.0,0,0,0,0,4494715.278026,,1,8,0,False,[]
54472,2024-04-21T10:11:52Z,2024-04-24T18:13:14Z,sanskriti2005,0,0,5,2713,998,0,0,"['status: waiting review', 'scope: curriculum', 'scope: i18n', 'new python course']",,0,310150.0,0,0,0,0,4474703.343319,,0,5,0,False,[]
54510,2024-04-23T20:41:14Z,2024-04-24T16:44:43Z,hnrykm,0,0,1,2,1,0,0,"['status: waiting review', 'scope: curriculum', 'new javascript course']",,0,75163.0,0,0,0,0,4499130.01797,,0,1,0,False,[]
54521,2024-04-24T15:56:29Z,2024-04-24T18:22:01Z,naomi-lgbt,0,0,1,7,1,0,0,['scope: tools/scripts'],,0,8732.0,0,0,0,0,4496246.35432,,0,1,0,False,[]
53133,2024-01-11T20:02:25Z,2024-01-18T23:43:17Z,a2937,1,2,3,2,1,3,2,"['status: waiting review', 'scope: curriculum']",4514.0,0,622964.0,1,12,0,0,12852903.159293,,1,3,0,False,"['ghost', 'a2937', 'naomi-lgbt']"
53269,2024-01-18T16:30:02Z,2024-01-19T01:11:45Z,ojeytonwilliams,2,0,1,38,1,2,2,"['status: waiting review', 'scope: tools/scripts']",968.0,0,56378.0,1,12,1,0,12827432.170683,,0,1,0,False,"['ghost', 'ojeytonwilliams']"
53143,2024-01-12T09:31:45Z,2024-01-12T13:35:25Z,ShaunSHamilton,3,0,6,520,17,0,0,"['scope: curriculum', 'platform: api', 'platform: learn', 'scope: tools/scripts']",1114.0,0,14648.0,0,25,5,0,13412659.670132,,0,6,0,False,"['ghost', 'ShaunSHamilton']"
52947,2024-01-04T13:49:16Z,2024-01-18T23:57:48Z,Sembauke,3,15,9,189,10,3,2,"['status: waiting review', 'scope: curriculum', 'scope: i18n']",1965.0,0,1272236.0,1,24,1,0,12830820.96461,,0,9,0,False,"['ghost', 'Sembauke', 'moT01']"
53203,2024-01-16T05:42:47Z,2024-01-18T04:49:29Z,jdwilkin4,1,6,4,4557,71,2,2,"['status: waiting review', 'scope: curriculum', 'scope: i18n', 'new javascript course']",77.0,1,169602.0,1,12,0,0,12925843.971363,,0,4,0,False,"['ghost', 'naomi-lgbt', 'huyenltnguyen']"
53176,2024-01-13T22:39:26Z,2024-01-14T17:36:15Z,DivyaMaddipudi,1,0,1,30,3,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",83.0,0,83092.0,0,12,0,0,13210555.137674,,0,1,0,False,['ghost']
53180,2024-01-14T09:52:51Z,2024-01-19T00:19:06Z,huyenltnguyen,0,0,1,35,1,2,2,"['status: waiting review', 'scope: docs']",,0,401798.0,0,12,1,0,12851444.253858,,0,1,0,False,[]
53260,2024-01-18T09:20:23Z,2024-01-18T11:32:42Z,VedangSardessai,2,2,3,2,1,3,2,"['scope: curriculum', 'status: waiting update', 'new javascript course']",519.0,0,8080.0,0,12,0,0,12901510.263098,,0,3,0,False,"['ghost', 'VedangSardessai', 'huyenltnguyen']"
53231,2024-01-17T13:28:33Z,2024-01-17T17:12:32Z,KavitaR45,2,0,2,2,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",87.0,0,13439.0,0,12,0,0,12967661.271683,,0,2,0,False,"['ghost', 'camperbot']"
52244,2023-11-06T12:48:20Z,2024-01-11T16:03:20Z,ojeytonwilliams,2,0,2,59,2,3,2,"['status: waiting review', 'platform: learn']",411.0,0,5776355.0,0,12,0,0,13427958.278727,,0,2,0,False,"['ghost', 'ojeytonwilliams']"
53129,2024-01-11T16:51:56Z,2024-01-12T08:55:51Z,naomi-lgbt,1,0,1,15,2,2,2,"['platform: learn', 'scope: i18n']",2567.0,0,63626.0,0,12,0,0,13423671.293438,,1,1,0,False,['ghost']
53208,2024-01-16T09:31:55Z,2024-01-16T16:12:12Z,huyenltnguyen,1,0,1,282,70,2,2,"['scope: curriculum', 'platform: learn', 'scope: i18n']",864.0,0,24149.0,0,24,0,0,13057549.321519,,0,1,0,False,['ghost']
53179,2024-01-14T09:21:53Z,2024-01-19T00:19:50Z,gikf,1,0,1,7,4,2,2,"['status: waiting review', 'scope: tools/scripts']",83.0,0,417878.0,0,24,1,0,12837222.431458,,0,1,0,False,['ghost']
53205,2024-01-16T05:59:27Z,2024-01-16T07:54:28Z,jaerodyne,1,0,1,2,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",351.0,0,6901.0,0,30,0,0,13087545.587301,,0,1,0,False,['ghost']
53243,2024-01-17T20:41:23Z,2024-01-18T02:00:46Z,jozzbruer,1,0,2,4,2,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",2482.0,0,21219.0,0,30,0,0,12933911.737971,,0,2,0,False,['ghost']
53237,2024-01-17T18:13:15Z,2024-01-18T07:06:07Z,naomi-lgbt,2,0,1,4,1,2,2,[],2197.0,0,47133.0,0,30,1,0,12916885.786084,,0,1,0,False,"['ghost', 'naomi-lgbt']"
53142,2024-01-12T09:18:26Z,2024-01-12T14:37:30Z,Vijaychandra-Govindapalle,1,0,8,15,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",1560.0,0,99389.0,0,30,0,0,13328718.852286,,0,8,0,False,['ghost']
53248,2024-01-17T23:47:49Z,2024-01-18T11:33:50Z,jdwilkin4,1,0,1,28,5,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",1755.0,1,42362.0,0,30,0,0,12901582.986312,,0,1,0,False,['ghost']
53230,2024-01-17T12:25:57Z,2024-01-17T13:26:08Z,camperbot,0,0,1,40,11,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,3612.0,0,12,0,0,12981245.0307,,0,1,0,False,[]
53233,2024-01-17T15:28:00Z,2024-01-17T17:13:53Z,domlimm,1,0,1,4,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",1384.0,0,6353.0,0,30,0,0,12967582.418065,,0,1,0,False,['ghost']
53247,2024-01-17T22:57:19Z,2024-01-18T05:03:20Z,lasjorg,1,0,1,2,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",1383.0,0,71105.0,0,12,0,0,12875871.444533,,0,1,0,False,['ghost']
53166,2024-01-13T01:47:18Z,2024-01-16T16:28:02Z,jdwilkin4,7,5,7,1128,157,3,3,"['status: waiting review', 'scope: curriculum', 'scope: i18n', 'new javascript course']",70.0,1,312045.0,0,12,0,0,13056732.45998,,0,7,0,False,"['ojeytonwilliams', 'Kashinathpat', 'ghost', 'gikf', 'jdwilkin4']"
53173,2024-01-13T16:51:31Z,2024-01-13T20:45:05Z,shivam-0510,1,0,1,2,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",81.0,0,152509.0,0,30,0,0,13162015.47651,,0,1,0,False,['ghost']
53185,2024-01-14T21:03:40Z,2024-01-15T16:22:42Z,gikf,2,0,3,46,14,2,2,"['scope: curriculum', 'new javascript course']",74.0,0,127163.0,0,12,0,0,13085832.492045,,0,3,0,False,"['ghost', 'JoyShaheb']"
53253,2024-01-18T03:28:50Z,2024-01-18T06:27:38Z,edwinhung,1,0,2,2,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",750.0,0,10728.0,0,30,0,0,12919957.547319,,0,2,0,False,['ghost']
53245,2024-01-17T21:28:52Z,2024-01-18T05:07:31Z,a2937,1,0,1,16,4,2,2,"['status: waiting review', 'scope: curriculum']",2026.0,0,58668.0,0,30,0,0,12893615.55987,,0,1,0,False,['ghost']
53120,2024-01-11T10:14:10Z,2024-01-17T15:46:06Z,Nirajn2311,1,2,3,24,3,3,2,"['scope: tools/scripts', 'odin project']",1432.0,0,598728.0,2,30,1,0,12912437.57311,,0,3,0,False,"['ghost', 'Sembauke', 'Nirajn2311']"
53172,2024-01-13T15:46:10Z,2024-01-14T07:30:29Z,ketansahugit,2,0,2,4,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",11.0,0,56659.0,0,30,0,0,13261786.576247,,0,2,0,False,"['camperbot', 'ghost']"
53216,2024-01-16T22:03:20Z,2024-01-18T02:48:58Z,a2937,2,1,3,8,2,2,2,"['scope: curriculum', 'new javascript course']",1037.0,0,103538.0,1,30,0,0,12933077.587446,,0,3,0,False,"['ghost', 'naomi-lgbt']"
53246,2024-01-17T21:59:09Z,2024-01-19T01:29:34Z,gikf,1,0,1,224,54,2,2,"['status: waiting review', 'scope: curriculum', 'new python course', 'new javascript course']",2726.0,0,113179.0,0,30,0,0,12837287.703279,,0,1,0,False,['ghost']
53271,2024-01-18T16:47:23Z,2024-01-19T02:16:41Z,nicolealaine,5,0,2,2,1,3,3,"['status: waiting review', 'scope: curriculum']",1068.0,0,34158.0,0,30,0,0,12848614.734431,,1,2,0,False,"['ghost', 'nicolealaine', 'lasjorg', 'moT01']"
53112,2024-01-10T20:23:01Z,2024-01-12T08:59:31Z,pratyansh-agrawal,8,1,15,2,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",717.0,0,131791.0,0,30,0,0,13429243.692227,,0,15,0,False,"['camperbot', 'gikf', 'ghost', 'jdwilkin4']"
53259,2024-01-18T08:37:27Z,2024-01-18T14:49:06Z,Nirajn2311,5,0,1,2,1,3,2,['scope: tools/scripts'],849.0,0,25010.0,0,30,0,0,12887158.727361,,0,1,0,False,"['ghost', 'ojeytonwilliams', 'Nirajn2311']"
53182,2024-01-14T16:31:43Z,2024-01-15T05:55:25Z,pramod74,2,0,1,2,1,3,2,"['status: waiting review', 'scope: docs']",84538.0,0,85521.0,0,30,0,0,13143791.776744,,0,1,0,False,['pramod74']
53155,2024-01-12T16:38:47Z,2024-01-17T09:30:55Z,olawanlejoel,1,5,5,14,2,4,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",980.0,0,406328.0,1,30,0,0,12995360.924866,,1,5,0,False,"['ghost', 'jdwilkin4', 'olawanlejoel', 'bbsmooth']"
53184,2024-01-14T20:33:00Z,2024-01-15T16:24:31Z,gikf,1,0,1,66,23,2,2,"['scope: curriculum', 'new javascript course']",78.0,0,128991.0,0,30,0,0,13085844.968484,,0,1,0,False,['ghost']
53147,2024-01-12T13:52:04Z,2024-01-13T09:44:34Z,ojeytonwilliams,3,0,1,344,1,2,2,[],1164.0,0,71550.0,0,30,0,0,13340142.007104,,0,1,0,False,"['ghost', 'ojeytonwilliams', 'naomi-lgbt']"
53084,2024-01-09T21:30:02Z,2024-01-17T05:09:26Z,gikf,3,0,4,798,141,2,3,"['status: waiting review', 'scope: curriculum', 'new javascript course']",5774.0,0,633766.0,0,30,0,0,13009647.764272,,0,4,0,False,"['ghost', 'gikf', 'huyenltnguyen']"
53183,2024-01-14T18:46:10Z,2024-01-16T09:22:20Z,jeremyrayjewell,1,0,2,4,1,3,2,"['status: waiting review', 'scope: docs']",8711.0,0,138970.0,0,30,0,0,13082276.027332,,3,2,0,False,['camperbot']
53136,2024-01-11T22:57:52Z,2024-01-12T05:24:32Z,lasjorg,0,0,1,2,1,2,2,"['status: waiting review', 'scope: docs']",,0,72586.0,0,30,0,0,13392758.057452,,0,1,0,False,[]
53087,2024-01-10T00:31:17Z,2024-01-12T04:04:59Z,lasjorg,1,2,3,16,1,2,2,"['status: waiting review', 'scope: curriculum', 'new javascript course']",4036.0,1,239755.0,1,30,0,0,13392784.109834,,0,3,0,False,"['ghost', 'naomi-lgbt', 'huyenltnguyen']"
53192,2024-01-15T12:31:17Z,2024-01-16T19:57:02Z,camperbot,0,0,1,68,32,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,113146.0,0,30,1,0,13044193.128469,,0,1,0,False,[]
52758,2023-12-25T09:08:18Z,2024-01-19T00:04:29Z,huyenltnguyen,1,1,1,7,1,3,2,"['status: waiting review', 'platform: learn']",72.0,0,2132467.0,0,30,0,0,12851451.202282,,0,1,0,False,"['ghost', 'huyenltnguyen']"
53191,2024-01-15T12:31:05Z,2024-01-16T20:28:01Z,camperbot,0,0,1,22,10,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,115017.0,0,30,0,0,13042334.208093,,0,1,0,False,[]
53175,2024-01-13T22:15:04Z,2024-01-16T16:32:21Z,lasjorg,1,0,1,4,1,2,2,"['status: waiting review', 'platform: learn']",74.0,0,251929.0,0,30,0,0,13043183.230221,,0,1,0,False,['ghost']
53162,2024-01-12T22:10:57Z,2024-01-14T17:45:15Z,clarencepenz,0,1,3,4,2,2,2,"['status: waiting review', 'scope: docs']",,0,156859.0,1,30,0,0,13224900.259717,,0,3,0,False,['jdwilkin4']
53266,2024-01-18T14:18:13Z,2024-01-18T17:40:23Z,Sembauke,2,0,1,52,12,2,2,"['platform: learn', 'scope: i18n', 'scope: tools/scripts']",204.0,0,12916.0,0,30,0,0,12878807.320291,,0,1,0,False,"['ghost', 'Sembauke']"
53229,2024-01-17T12:25:30Z,2024-01-17T13:26:54Z,camperbot,0,0,1,88,12,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,3685.0,0,30,0,0,12981201.322248,,0,1,0,False,[]
53161,2024-01-12T21:57:36Z,2024-01-13T04:09:03Z,clarencepenz,2,0,1,6,2,2,2,['status: waiting review'],73.0,0,47244.0,0,30,1,0,13335316.324653,,0,1,0,False,"['ghost', 'clarencepenz']"
53094,2024-01-10T08:48:34Z,2024-01-12T11:18:33Z,shivam-0510,5,14,20,484,15,3,2,"['scope: curriculum', 'scope: i18n', 'new javascript course']",1994.0,0,181800.0,3,30,0,0,13420902.361077,,0,20,0,False,"['camperbot', 'huyenltnguyen', 'shivam-0510', 'ghost', 'jdwilkin4']"
53117,2024-01-11T01:02:52Z,2024-01-12T00:32:39Z,a2937,0,0,3,6,1,0,0,"['scope: curriculum', 'new javascript course']",,0,84636.0,0,0,0,0,13459617.615524,,0,3,0,False,[]
52548,2023-12-14T18:58:48Z,2024-01-11T16:10:49Z,ojeytonwilliams,0,0,35,3958,82,0,0,"['status: waiting review', 'scope: curriculum', 'scope: i18n', 'new english course']",,0,2414799.0,0,0,0,0,13484098.917546,,0,35,0,False,[]
53067,2024-01-09T11:24:43Z,2024-01-11T17:32:27Z,gikf,0,0,4,500,84,0,0,"['scope: curriculum', 'new javascript course']",,1,203914.0,0,0,0,0,13475828.929592,,1,4,0,False,[]
53132,2024-01-11T18:55:22Z,2024-01-11T22:09:01Z,lasjorg,0,0,1,2,1,0,0,"['status: waiting review', 'scope: curriculum', 'new javascript course']",,0,12982.0,0,0,0,0,13466921.941134,,0,1,0,False,[]
53128,2024-01-11T16:22:30Z,2024-01-11T18:47:08Z,naomi-lgbt,0,0,1,1,1,0,0,"['platform: learn', 'scope: i18n']",,0,9216.0,0,0,0,0,13479861.26105,,0,1,0,False,[]
51834,2023-10-06T09:27:21Z,2023-10-11T15:59:21Z,ojeytonwilliams,5,0,1,1,1,2,2,['scope: tools/scripts'],594.0,0,456557.0,0,22,4,0,21438274.774454,,0,1,0,False,"['ghost', 'ojeytonwilliams', 'Sboonny', 'shootermv']"
51918,2023-10-11T19:03:52Z,2023-10-12T19:25:44Z,MojoBoingo,1,0,2,2,1,2,2,['scope: docs'],87975.0,0,87976.0,0,30,1,0,21340264.822413,,0,2,0,False,['naomi-lgbt']
51879,2023-10-09T12:26:27Z,2023-10-10T14:42:57Z,camperbot,0,0,1,1550,24,2,2,"['scope: docs', 'scope: i18n', 'crowdin-sync']",,0,94591.0,0,10,0,0,21530296.392445,,0,1,0,False,[]
51906,2023-10-11T12:32:13Z,2023-10-12T01:45:01Z,camperbot,0,0,1,104,20,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,47569.0,0,13,4,0,21404172.47129,,0,1,0,False,[]
51930,2023-10-12T09:28:29Z,2023-10-12T17:58:20Z,Sboonny,1,0,1,4,1,2,2,['platform: learn'],11301.0,0,40233.0,0,30,0,0,21336132.499995,,0,1,0,False,['ghost']
51880,2023-10-09T13:10:45Z,2023-10-10T14:45:58Z,camperbot,0,0,1,1192,308,1,1,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,92114.0,0,10,0,0,21530115.613582,,0,1,0,False,[]
51912,2023-10-11T14:15:22Z,2023-10-11T16:20:25Z,ShaunSHamilton,2,0,1,25,1,2,2,[],592.0,0,12822.0,0,22,4,0,21432730.630534,,0,1,0,False,"['ghost', 'naomi-lgbt']"
51919,2023-10-11T19:13:42Z,2023-10-12T04:07:32Z,naomi-lgbt,1,0,1,5,1,1,1,['platform: api'],4848.0,0,40832.0,0,30,1,0,21386821.12311,,2,1,0,False,['ghost']
51842,2023-10-06T14:29:04Z,2023-10-11T19:19:04Z,dzmdre,4,0,1,4,1,2,2,"['status: waiting review', 'scope: tools/scripts']",922.0,0,449400.0,0,10,4,0,21427331.141244,,0,1,0,False,"['ghost', 'dzmdre', 'huyenltnguyen']"
51907,2023-10-11T13:02:42Z,2023-10-12T02:02:01Z,camperbot,0,0,1,213662,792,2,2,"['scope: curriculum', 'scope: i18n', 'crowdin-sync']",,0,46760.0,0,30,5,0,21403153.166312,,0,1,0,False,[]
51317,2023-08-17T17:08:02Z,2023-10-12T12:34:24Z,Sboonny,1,0,3,97,28,2,2,"['platform: learn', 'scope: tools/scripts']",101.0,1,4822595.0,0,30,0,0,21364598.184734,,0,3,0,False,['ghost']
51843,2023-10-06T16:44:53Z,2023-10-11T15:58:52Z,ojeytonwilliams,1,0,1,27,2,2,2,"['status: waiting review', 'platform: api']",100.0,0,430318.0,0,10,4,0,21438264.61658,,0,1,0,False,['ghost']
51890,2023-10-10T10:52:38Z,2023-10-10T14:41:42Z,ShaunSHamilton,7,0,1,19,1,0,0,[],50.0,0,13991.0,0,10,0,0,21530126.632075,,0,1,0,False,"['ghost', 'ojeytonwilliams', 'ShaunSHamilton']"
51815,2023-10-05T06:08:59Z,2023-10-12T06:50:10Z,umangbp,3,0,5,245,3,2,2,"['status: waiting review', 'platform: learn', 'scope: tools/scripts']",108.0,0,607272.0,0,22,0,0,21385864.688939,,0,5,0,False,"['ghost', 'umangbp', 'camperbot']"
51931,2023-10-12T09:43:43Z,2023-10-12T18:35:38Z,huyenltnguyen,1,0,1,7,2,2,2,['platform: learn'],11430.0,0,31915.0,0,30,1,0,21343537.704513,,0,1,0,False,['ghost']
51875,2023-10-09T10:19:43Z,2023-10-11T19:37:15Z,shabeebk,9,8,7,251,3,3,2,"['platform: learn', 'scope: tools/scripts']",15.0,0,241355.0,0,30,5,0,21391137.695206,,0,7,0,False,"['ghost', 'shabeebk', 'raditotev']"
51892,2023-10-10T12:55:01Z,2023-10-11T20:15:33Z,moT01,1,2,3,57,5,3,2,"['status: waiting review', 'platform: api', 'platform: learn', 'scope: i18n']",115.0,0,119019.0,0,30,0,0,21417756.183081,,0,3,0,False,"['ghost', 'Sboonny', 'moT01']"
51882,2023-10-09T14:44:52Z,2023-10-10T16:43:31Z,renovate[bot],0,0,1,233,2,1,1,"['platform: learn', 'renovate']",,0,93520.0,0,30,1,0,21523064.207715,,0,1,0,False,[]
51902,2023-10-11T05:56:51Z,2023-10-11T08:39:04Z,Vedaant-Rajoo,3,2,4,19,1,2,2,['scope: curriculum'],99.0,0,17854.0,1,22,0,0,21457611.229751,,0,4,0,False,"['ghost', 'Sembauke', 'Vedaant-Rajoo', 'ShaunSHamilton']"
51878,2023-10-09T12:25:59Z,2023-10-10T14:51:47Z,camperbot,0,0,1,8,2,2,2,"['platform: learn', 'scope: i18n', 'crowdin-sync']",,0,95150.0,0,22,0,0,21529767.235368,,0,1,0,False,[]
51876,2023-10-09T10:21:02Z,2023-10-09T12:36:27Z,gikf,1,0,3,42,14,2,2,"['scope: curriculum', 'platform: api', 'platform: learn', 'scope: tools/scripts']",126.0,0,15436.0,0,10,0,0,21616978.237468,,0,3,0,False,['ghost']
51855,2023-10-07T05:50:05Z,2023-10-11T18:07:32Z,anand-harsh,3,7,6,39,2,2,2,"['platform: learn', 'scope: tools/scripts']",112.0,0,389870.0,1,30,4,0,21431601.258676,,0,6,0,False,"['ghost', 'Ahmadkashif', 'naomi-lgbt', 'anand-harsh']"
51780,2023-10-03T11:18:36Z,2023-10-12T08:06:34Z,dzmdre,4,8,4,49,2,3,2,"['status: waiting review', 'platform: learn', 'scope: tools/scripts']",113.0,0,766078.0,1,30,0,0,21381282.271598,,0,4,0,False,"['ghost', 'dzmdre', 'naomi-lgbt', 'huyenltnguyen']"
51885,2023-10-09T16:42:07Z,2023-10-10T03:09:55Z,gikf,1,0,1,14,4,2,2,"['status: waiting review', 'platform: learn']",1216.0,0,41404.0,0,30,0,0,21568145.28072,,0,1,0,False,['ghost']
51170,2023-08-06T09:35:55Z,2023-10-11T15:19:05Z,Nirajn2311,1,23,14,273,8,4,3,['platform: api'],118.0,0,5723022.0,4,30,4,0,21441699.30029,,1,14,0,False,"['ghost', 'ojeytonwilliams', 'raisedadead', 'Nirajn2311']"
51020,2023-07-19T18:32:06Z,2023-10-12T04:31:51Z,ketansahugit,11,0,5,260,3,2,2,"['status: waiting review', 'scope: docs']",17786.0,0,7293586.0,0,30,0,0,21394164.335311,,0,5,0,False,"['naomi-lgbt', 'ShaunSHamilton', 'ketansahugit', 'jeremylt', 'raisedadead']"
51831,2023-10-06T07:48:41Z,2023-10-11T09:11:11Z,Sboonny,1,0,1,70,2,2,2,"['status: waiting review', 'scope: tools/scripts']",120.0,0,441422.0,0,30,0,0,21459333.405593,,0,1,0,False,['ghost']
51322,2023-08-18T08:45:56Z,2023-10-09T07:11:47Z,Sboonny,14,0,2,267,30,2,2,"['platform: learn', 'scope: tools/scripts']",121.0,1,4487196.0,0,30,0,0,21643724.409308,,0,2,0,False,"['ghost', 'ahmaxed', 'huyenltnguyen', 'Sboonny']"
51743,2023-10-01T16:54:24Z,2023-10-11T09:09:43Z,huyenltnguyen,2,8,8,55,3,5,2,"['status: waiting review', 'platform: learn', 'scope: tools/scripts']",106.0,0,852757.0,0,10,0,0,21447255.492719,,0,8,0,False,"['ghost', 'naomi-lgbt', 'huyenltnguyen', 'bbsmooth']"
51865,2023-10-08T07:53:17Z,2023-10-11T11:13:48Z,Aman1919,4,0,1,46,2,3,5,"['status: waiting review', 'platform: learn', 'scope: tools/scripts']",100.0,0,275720.0,0,30,0,0,21451959.508383,,0,1,0,False,"['ghost', 'Aman1919']"
51768,2023-10-02T15:43:04Z,2023-10-03T15:48:09Z,anand-harsh,4,5,6,94,3,2,2,['platform: learn'],2738.0,0,791949.0,0,30,0,0,21425943.587973,,0,6,0,False,"['ghost', 'naomi-lgbt', 'huyenltnguyen', 'anand-harsh']"
51895,2023-10-10T16:03:48Z,2023-10-11T16:27:35Z,Sboonny,2,0,1,9,1,2,2,"['status: waiting review', 'platform: learn']",739.0,0,88735.0,0,30,0,0,21436713.650442,,0,1,0,False,"['ghost', 'Sboonny']"
51889,2023-10-10T10:41:12Z,2023-10-10T11:36:53Z,ojeytonwilliams,1,0,2,93,3,2,2,"['platform: learn', 'scope: tools/scripts']",102.0,0,3532.0,0,30,0,0,21541272.721407,,0,2,0,False,['ghost']
51860,2023-10-07T12:02:48Z,2023-10-07T21:05:47Z,Sboonny,1,0,1,7,1,2,2,['platform: api'],97.0,0,70055.0,0,30,0,0,21729053.954458,,0,1,0,False,['ghost']
51909,2023-10-11T13:29:38Z,2023-10-12T15:01:41Z,Sboonny,4,0,5,8,3,2,2,"['status: waiting review', 'scope: tools/scripts']",495.0,0,95390.0,0,30,0,0,21352909.029887,,0,5,0,False,"['ghost', 'Sembauke', 'Sboonny']"
51901,2023-10-11T05:04:40Z,2023-10-11T10:30:11Z,Sboonny,1,0,1,24,3,2,2,['platform: learn'],115.0,0,21282.0,0,30,0,0,21457315.053851,,0,1,0,False,['ghost']
51811,2023-10-04T20:16:03Z,2023-10-09T14:35:07Z,sitek94,2,2,2,95,1,3,2,"['status: waiting review', 'scope: tools/scripts']",2104.0,0,414432.0,0,30,0,0,21614282.061078,,0,2,0,False,"['ghost', 'sitek94']"
51738,2023-10-01T11:27:43Z,2023-10-06T15:40:31Z,pankildoshi,12,10,12,188,18,3,2,"['platform: learn', 'scope: tools/scripts']",1146.0,0,761692.0,1,10,0,0,21557922.082159,,0,12,0,False,"['ghost', 'pankildoshi', 'ahmaxed', 'Sboonny']"
51788,2023-10-03T18:25:14Z,2023-10-06T18:24:56Z,FarisKarim,7,0,5,28,13,3,2,"['status: waiting review', 'scope: curriculum', 'platform: learn']",220.0,0,259183.0,0,30,0,0,21862580.091155,,0,5,0,False,"['naomi-lgbt', 'FarisKarim', 'lasjorg', 'ghost', 'Sboonny']"
51884,2023-10-09T16:31:28Z,2023-10-10T07:12:38Z,gikf,2,0,1,70,12,2,2,"['status: waiting review', 'scope: curriculum']",49.0,0,85875.0,0,30,0,0,21524314.100837,,0,1,0,False,"['lifesreason', 'ghost']"
51830,2023-10-06T07:44:56Z,2023-10-06T16:35:17Z,Sboonny,1,0,1,762,14,2,2,"['scope: docs', 'platform: learn', 'scope: tools/scripts']",111.0,0,36890.0,0,30,0,0,21864091.167862,,0,1,0,False,['ghost']
